Number,Title,Body,Closed,Merged,MergedAt,ClosedAt,ReviewComments,Participants,Comments,Files,Additions,Deletions,Modifications,TimeToMergeOrClose
15660,"feat(aio): add presskit and correct ""/logos/angular2/""",798,True,True,2017-03-31T10:24:47Z,2017-03-31T10:24:47Z,5,4,3,15,284,16,300,1847.0
15655,feat(aio): remove google feedback,566,True,True,2017-03-31T08:37:58Z,2017-03-31T08:37:59Z,2,4,2,6,2,82,84,1326.0
15669,docs(aio): correct class name,950,True,False,,2017-03-31T17:04:13Z,0,3,3,1,2,2,4,0
14950,[2.x] fix(facade): stringify shouldn't throw when toString return null/undefined,12,True,False,,2017-03-31T11:38:17Z,0,2,1,2,22,1,23,0
13090,fix(http): export ContentType,12,True,False,,2017-02-09T12:33:48Z,0,4,3,2,12,1,13,0
15194,build(aio): copy examples boilerplate,1397,True,True,2017-03-31T08:57:44Z,2017-03-31T08:57:44Z,17,5,13,4,6486,5,6491,1323201.0
14604,docs(aio): add content migrated from angular.io,965,True,True,2017-02-24T07:24:00Z,2017-02-24T07:24:00Z,8,4,4,1769,115598,342,115940,296808.0
15498,refactor(aio): move SearchService initialisation into SearchBoxComponent,102,True,True,2017-03-27T08:24:40Z,2017-03-27T08:24:40Z,1,4,2,4,10,17,27,79931.0
15414,build(aio): delete content folder before doc-gen,89,True,True,2017-03-23T17:23:10Z,2017-03-23T17:23:10Z,3,5,3,2,16,1,17,29895.0
15500,fix(aio): selectedNodes should work for URLs ending with a slash,114,True,True,2017-03-28T09:48:53Z,2017-03-28T09:48:53Z,3,4,5,2,24,4,28,166126.0
15534,build(aio): fix angular-cli config typo,879,True,True,2017-03-28T09:49:54Z,2017-03-28T09:49:54Z,1,5,3,1,1,1,2,48856.0
15382,build(aio): output `{@example}` tags as `<code-example>` elements,0,True,True,2017-03-22T20:24:40Z,2017-03-22T20:24:40Z,4,7,10,6,116,37,153,48582.0
15554,build(aio): do not HTML format code-example contents,452,True,True,2017-03-28T15:22:45Z,2017-03-28T15:22:45Z,1,4,2,6,48,21,69,4398.0
15425,aio: add renderExamples processor,1342,True,True,2017-03-25T21:32:31Z,2017-03-25T21:32:31Z,15,5,6,8,344,34,378,199094.0
15641,build(aio): update rho to new version,191,True,True,2017-03-31T07:08:09Z,2017-03-31T07:08:09Z,1,4,3,2,2,2,4,36053.0
15516,aio: left align doc regions,0,True,True,2017-03-27T09:10:35Z,2017-03-27T09:10:35Z,1,4,2,3,24,2,26,4184.0
15608,aio: logo position (straw man),0,True,False,,2017-03-30T18:18:06Z,0,4,3,3,14,13,27,0
15609,aio: logo position 2 (straw man),0,True,False,,2017-03-30T18:18:06Z,0,4,3,2,2,2,4,0
15492,feat(aio): show top-nav with same styling as side-nav when window is narrow,12,True,True,2017-03-28T10:48:29Z,2017-03-28T10:48:29Z,4,7,14,4,9,8,17,220423.0
15462,docs(aio): update migrated content from anguar.io,0,True,True,2017-03-28T09:21:48Z,2017-03-28T09:21:48Z,1,4,5,1909,20033,44993,65026,319570.0
15635,docs(aio): update content after migration fixes,12,True,True,2017-03-31T07:05:34Z,2017-03-31T07:05:34Z,9,5,8,62,4473,1032,5505,43193.0
15628,feat(aio): improve ProgressiveWepApp-ability,132,True,True,2017-03-30T19:35:16Z,2017-03-30T19:35:16Z,1,5,4,3,21,2,23,8975.0
15605,feat(aio): add footer links with GoogleFeedbackService,1061,True,True,2017-03-30T21:46:26Z,2017-03-30T21:46:26Z,14,6,3,14,377,104,481,49997.0
15611,refactor: move most commonly used responses to the top,70,True,False,,2017-03-30T15:05:28Z,0,3,3,1,13,18,31,0
12675,fix(ngUpgrade): downgrade projection,630,True,False,,2016-12-14T21:05:29Z,41,10,29,12,579,229,808,0
15561,feat(aio): enable activating available ServiceWorker updates,0,True,True,2017-03-30T06:55:04Z,2017-03-30T06:55:04Z,1,5,10,10,636,3,639,131394.0
13775,[4.x only] feat(compiler): allow shorthand property names in bindings,13,True,False,,2017-03-29T22:57:44Z,9,6,4,3,47,3,50,0
15541,"feat(aio): footer, code block and copy btn styling",879,True,True,2017-03-30T06:55:44Z,2017-03-30T06:55:44Z,18,7,9,18,196,135,331,195656.0
15599,fix(core): fix inheritance in JIT mode for TS 2.1,892,True,True,2017-03-29T23:14:52Z,2017-03-29T23:14:52Z,1,3,1,2,23,2,25,2812.0
15600,fix(langauge-service): correctly determine base members of types,429,True,True,2017-03-29T23:14:38Z,2017-03-29T23:14:38Z,1,3,1,2,44,2,46,2209.0
15598,docs(http): remove deprecated stuff and outdated plunkrs,24,True,True,2017-03-29T22:12:00Z,2017-03-29T22:12:00Z,1,4,1,1,8,19,27,3992.0
15585,docs(tutorial): fix typo ned->need,905,True,False,,2017-03-29T21:05:39Z,0,3,2,1,2,2,4,0
15572,fix(compiler): throw when a component defines both template and templateUrl,13,True,True,2017-03-29T17:26:49Z,2017-03-29T17:26:49Z,1,3,2,2,14,0,14,35411.0
15569,fix(language-service): don't require `reflect-metadata` module to be provided,622,True,True,2017-03-29T16:34:22Z,2017-03-29T16:34:22Z,1,3,1,1,3,1,4,58647.0
15483,feat(aio): hide sidenav when current doc is not in sidenav menu,1321,True,False,,2017-03-29T09:26:18Z,18,4,15,21,486,176,662,0
14974,docs(core): Typo in a comment,891,True,False,,2017-03-28T23:57:54Z,0,3,2,1,1,1,2,0
15565,perf(router): don't create new serializer every time UrlTree.toString is called,89,True,True,2017-03-28T23:17:49Z,2017-03-28T23:17:49Z,5,3,2,1,4,2,6,10688.0
15467,fix(router): should run CanActivate after CanDeactivate guards,101,True,False,,2017-03-28T22:52:03Z,1,3,2,2,256,204,460,0
15503,fix(core): check for undefined on normalizeDebugBindingValue,883,True,True,2017-03-28T20:33:08Z,2017-03-28T20:33:08Z,4,6,3,2,28,2,30,198132.0
15543,fix(language-service): improve performance of `updateModuleAnalysis()`,407,True,True,2017-03-28T20:32:46Z,2017-03-28T20:32:46Z,5,4,1,3,61,13,74,64970.0
15560,fix(compiler): ignore errors when evaluating base classes,457,True,True,2017-03-28T20:32:35Z,2017-03-28T20:32:35Z,1,4,1,2,28,3,31,9705.0
15489,fix(core): improve error msg for invalid KeyValueDiffer.diff arg,13,True,True,2017-03-28T16:37:41Z,2017-03-28T16:37:41Z,1,3,1,4,6,6,12,242223.0
15505,refactor(router): use object spread operator instead of merge fn,0,True,False,,2017-03-28T16:39:53Z,3,3,1,5,14,38,52,0
15470,fix(language-service): be resilient to invalidate ordering,336,True,True,2017-03-28T16:37:25Z,2017-03-28T16:37:25Z,1,3,1,2,10,1,11,329942.0
15449,docs(core): fix typo and example in InjectionToken doc,1013,True,True,2017-03-28T16:37:09Z,2017-03-28T16:37:09Z,2,3,3,1,3,3,6,373940.0
15550,build(aio): temporarily ignore deployment failures due to unreachable…,63,True,False,,2017-03-28T10:27:32Z,0,2,1,1,1,1,2,0
15334,fix(compiler-cli): ngtools should accept `useFactory` (lazy routes),1624,True,False,,2017-03-28T08:13:38Z,0,6,8,1,5,1,6,0
15529,fix(language-service): guard access to `Symbol.members`,384,True,True,2017-03-28T00:40:49Z,2017-03-28T00:40:49Z,2,5,1,1,1,1,2,21051.0
15530,ci: add tbosch and vicb as approvers of the language service,146,True,True,2017-03-28T00:38:44Z,2017-03-28T00:38:44Z,1,4,1,1,2,1,3,19923.0
15512,docs(aio): fix typo,938,True,True,2017-03-27T08:15:51Z,2017-03-27T08:15:51Z,1,3,1,1,1,1,2,21158.0
15526,build(aio): update project config for @angular/cli v1.0.0,142,True,True,2017-03-27T18:55:27Z,2017-03-27T18:55:27Z,6,6,3,13,291,637,928,5653.0
15458,build(aio): upgrade @angular dependencies,117,True,True,2017-03-25T07:27:44Z,2017-03-25T07:27:44Z,1,5,2,2,41,47,88,61353.0
15383,[WIP] feat(aio): code example in embedded module,879,True,True,2017-03-27T11:25:35Z,2017-03-27T11:25:35Z,5,4,6,21,953,140,1093,447914.0
15493,docs(aio): correct spelling in overview,888,True,True,2017-03-27T13:36:06Z,2017-03-27T13:36:06Z,2,4,2,1,2,2,4,125205.0
14980,Fix grammatical mistake in LICENSE file and Added link to angulars of…,936,True,False,,2017-03-27T11:57:22Z,0,4,3,1,3,3,6,0
15070,fix: don't instantiate providers with ngOnDestroy eagerly.,300,True,True,2017-03-14T21:32:27Z,2017-03-14T21:32:27Z,3,9,8,10,74,34,108,352772.0
14734,refactor: update the issue template with a plunkr for 4.x,0,True,False,,2017-03-25T23:25:31Z,0,3,2,1,2,1,3,0
15482,fix(aio): Message in dev mode has changed,1125,True,False,,2017-03-25T16:25:36Z,0,3,2,1,1,1,2,0
15478,"feat(aio): add new classes, table and images styling",879,True,True,2017-03-25T14:21:41Z,2017-03-25T14:21:41Z,1,4,7,11,146,5,151,36543.0
15277,build(aio): migrate examples to new folder structure,653,True,False,,2017-03-25T07:30:54Z,1,4,2,1618,1112,42249,43361,0
15411,"feat(aio): search result styling, footer and refactor",879,True,True,2017-03-25T06:56:00Z,2017-03-25T06:56:01Z,5,5,9,17,137,26,163,180367.0
15426,refactor: use object spread operator rather than merge,132,True,True,2017-03-24T21:45:34Z,2017-03-24T21:45:34Z,2,4,1,6,9,24,33,113335.0
15438,fix(router): shouldn't execute CanLoad when a route has already been loaded,13,True,False,,2017-03-24T21:39:10Z,3,3,2,2,132,88,220,0
15400,docs: clarify querying all descendants,1068,True,True,2017-03-24T21:36:55Z,2017-03-24T21:36:56Z,3,4,8,2,30,8,38,177619.0
14426,fix(forms) : Broken link NG_VALIDATORS replace by an example,890,True,False,,2017-03-24T20:38:04Z,2,24,2,189,8325,4760,13085,0
15444,fix(router): wip,879,True,False,,2017-03-24T18:03:10Z,0,2,1,2,360,297,657,0
15455,docs: fixed broken DEVELOPER.md links,737,True,True,2017-03-24T15:14:24Z,2017-03-24T15:14:24Z,1,3,2,1,2,2,4,18814.0
15364,fix(compiler): only log template deprecation warning once,153,True,True,2017-03-23T04:26:54Z,2017-03-23T04:26:54Z,3,6,2,1,24,5,29,115959.0
15409,feat(aio): add and test FileLoaderService w/ HttpFileLoaderService,891,True,False,,2017-03-24T08:37:54Z,12,5,7,14,386,134,520,0
14201,[2.x] fix(router): instantiate lazy loaded module only once,60,True,False,,2017-03-10T21:42:00Z,0,16,35,2,54,1,55,0
15440,docs: add a note about exclusion of symbols prefixed with ɵ from our public api surface,0,True,True,2017-03-24T00:21:52Z,2017-03-24T00:21:53Z,1,3,1,1,1,1,2,970.0
15434,fix: prevent strictNullChecks support until #15432 is fixed,0,True,True,2017-03-23T21:54:19Z,2017-03-23T21:54:19Z,3,4,1,5,14,4,18,3614.0
14874,fix(platform-browser): setAttribute should work with xmlns namespace,13,True,True,2017-03-23T19:52:07Z,2017-03-23T19:52:07Z,2,6,6,2,93,28,121,1825428.0
15430,fix(compiler): correctly handle when `toString` is exported,387,True,True,2017-03-23T20:38:02Z,2017-03-23T20:38:02Z,1,4,1,2,8,1,9,7670.0
15370,temp test for upgrade on Travis (delete when done),0,True,False,,2017-03-23T20:11:18Z,0,4,3,3,16,13,29,0
15324,build: move metadata up one level and remove metadata alias workaround,12,True,False,,2017-03-23T20:06:15Z,2,4,3,5,7,24,31,0
15387,fix(router): should pass new data to Observable when query params change,12,True,True,2017-03-23T17:43:15Z,2017-03-23T17:43:15Z,8,3,4,2,85,74,159,117603.0
15401,fix(aio): do not fallback to `index.html` for file requests,598,True,True,2017-03-22T22:31:48Z,2017-03-22T22:31:48Z,1,5,8,1,1,1,2,4915.0
14464,fix(aio): support `ValueModule` symbols in the TypeScript source,1341,True,True,2017-02-13T22:46:45Z,2017-02-13T22:46:45Z,2,3,1,3,25,6,31,3182.0
15336,"build(aio): fix paths to ""index"" pages",311,True,True,2017-03-21T15:36:00Z,2017-03-21T15:36:00Z,7,4,7,5,43,8,51,30735.0
15355,aio: embedded components,879,True,False,,2017-03-22T07:55:02Z,0,4,2,15,448,108,556,0
15306,aio: code example stuff,0,True,False,,2017-03-21T16:12:55Z,2,4,1,46,690,1143,1833,0
15412,build(aio): upgrade to @angular@4.0.0-rc.6,0,True,True,2017-03-23T06:52:44Z,2017-03-23T06:52:44Z,1,4,2,1,34,27,61,1457.0
15410,docs: move markdown docs from root dir to docs/,0,True,True,2017-03-23T05:50:13Z,2017-03-23T05:50:13Z,0,2,1,10,7,184,191,3720.0
15408,docs: fix spelling,1169,True,True,2017-03-23T04:28:25Z,2017-03-23T04:28:25Z,1,3,1,5,7,7,14,12533.0
15407,"feat(aio): add and test FileLoaderService w/ XHR, Webpack, Http",383,True,False,,2017-03-23T00:47:33Z,0,2,1,14,555,118,673,0
15203,"feat(aio): add FileLoaderService in Http, XHR and Webpack favors",1518,True,False,,2017-03-23T00:48:28Z,0,5,7,20,584,140,724,0
15196,[WIP] feat(aio): load files with System.import,1000,True,False,,2017-03-23T00:33:45Z,0,5,4,2,72,0,72,0
15269,feat(aio): expand nav menu branch of select item on page load,1156,True,True,2017-03-20T07:56:39Z,2017-03-20T07:56:39Z,1,3,3,1,1,0,1,183492.0
15166,"Update docs and examples for the new ngFor ""as"" syntax",851,True,True,2017-03-23T00:18:23Z,2017-03-23T00:18:23Z,1,3,3,3,5,6,11,646883.0
15406,docs: spelling error,871,True,True,2017-03-23T00:14:57Z,2017-03-23T00:14:57Z,1,3,2,1,1,1,2,549.0
15397,docs(router): fix typo in ParamMap api doc,904,True,True,2017-03-23T00:14:12Z,2017-03-23T00:14:12Z,1,3,2,1,1,1,2,21106.0
15288,docs: update 4.0.0-rc.5 release schedule,695,True,True,2017-03-22T20:26:13Z,2017-03-22T20:26:13Z,1,3,1,1,1,0,1,277372.0
15375,caretaker squash: fix: spelling errors,1157,True,True,2017-03-22T20:25:35Z,2017-03-22T20:25:35Z,1,3,2,3,7,7,14,63181.0
15390,Update example to show querying all descendants,1256,True,False,,2017-03-22T20:00:30Z,0,2,1,1,10,2,12,0
15374,fix(tsc-wrapped): use windows friendly path normalization in bundler,387,True,False,,2017-03-22T16:39:14Z,3,4,1,1,6,24,30,0
14650,build: update to TypeScript 2.2.1,329,True,False,,2017-03-22T16:38:07Z,0,2,2,6,18,22,40,0
15346,revert: build(aio): implement prerendering,286,True,False,,2017-03-22T03:29:58Z,2,5,5,12,8,319,327,0
15377,fix(compiler-cli): self referencing routes cause a stack overflow,1296,True,False,,2017-03-22T05:59:12Z,0,2,4,3,31,1,32,0
15309,fix: remove left over debugger statement,0,True,False,,2017-03-21T03:27:28Z,1,3,1,1,0,1,1,0
15363,Update template_parser.ts,144,True,False,,2017-03-21T20:09:42Z,0,2,1,1,5,1,6,0
15367,fix(compiler): look for flat module resources using declaration module path,435,True,False,,2017-03-22T03:29:58Z,4,4,1,22,334,22,356,0
15256,fix(forms): make composition event buffering configurable,1443,True,False,,2017-03-21T23:13:50Z,7,7,2,12,237,61,298,0
15302,fix(compiler): use attribute id to merge translations,453,True,False,,2017-03-21T19:22:58Z,3,4,2,2,16,8,24,0
15357,fix(platform-server): throw a better error message for relative URLs,671,True,False,,2017-03-21T19:58:10Z,1,3,1,2,30,5,35,0
15047,docs(compiler-cli): mention that `.ngsummary.json` files should be gitignore'd,1128,True,False,,2017-03-21T19:22:58Z,1,4,2,1,2,1,3,0
14975,[4.x] fix(core): stringify shouldn't throw when toString returns null/undefined,12,True,False,,2017-03-21T19:22:58Z,3,4,4,2,24,0,24,0
15331,build: remove use of alias metadata,454,True,False,,2017-03-21T19:22:58Z,2,4,1,3,2,15,17,0
15320,refactor(aio): move embedded components to embedded module,879,True,False,,2017-03-21T19:07:23Z,0,4,2,13,152,66,218,0
15351,Polyfill cleanup,0,True,True,2017-03-21T16:57:23Z,2017-03-21T16:57:23Z,1,5,2,5,53,30,83,5332.0
15121,fix(router): do not finish bootstrap until all the routes are resolve…,1660,True,True,2017-03-16T22:39:31Z,2017-03-16T22:39:31Z,1,6,4,12,463,153,616,268940.0
15333,aio: upgrade to rc.5,0,True,True,2017-03-21T15:13:47Z,2017-03-21T15:13:47Z,1,4,3,2,46,45,91,38588.0
14173,build(aio): scrape the guides from angular.io,680,True,False,,2017-01-30T22:20:15Z,0,3,2,4,3289,6078,9367,0
14328,build(aio): correctly render decorator docs,1723,True,True,2017-02-07T08:04:26Z,2017-02-07T08:04:26Z,1,3,4,3,35,53,88,38500.0
14597,build(aio): update dgeni-packages to 0.16.8,751,True,True,2017-02-22T19:27:10Z,2017-02-22T19:27:10Z,1,4,1,2,10,27,37,184651.0
14259,build: modularize the gulp file to be easier to maintain,1006,True,True,2017-02-03T08:10:42Z,2017-02-03T08:10:42Z,4,4,2,14,354,264,618,35644.0
14233,build(aio): add initial support for generating guides,305,True,True,2017-02-06T20:08:58Z,2017-02-06T20:08:59Z,3,4,4,54,1177,38,1215,422981.0
14140,build(aio): clean up API doc dgeni templates,879,True,True,2017-02-01T19:11:47Z,2017-02-01T19:11:47Z,1,3,1,33,432,436,868,447417.0
14097,Angular doc-gen reboot,0,True,False,,2017-01-27T07:49:05Z,3,4,6,145,7933,5278,13211,0
15285,buid(aio): various doc-gen fixes,51,True,True,2017-03-21T11:50:55Z,2017-03-21T11:50:55Z,18,4,10,41,393,1037,1430,184508.0
15263,build(aio): fix generated github links,85,True,True,2017-03-20T14:41:32Z,2017-03-20T14:41:32Z,1,4,4,3,18,4,22,229100.0
15337,feat(aio): font change and toolbar shadow,879,True,True,2017-03-21T11:31:32Z,2017-03-21T11:31:32Z,1,5,4,7,18,17,35,16011.0
15118,ci(aio): whitelist 'aio-contributors' for deploying PR previews,0,True,True,2017-03-14T14:56:19Z,2017-03-14T14:56:19Z,1,4,6,2,3,3,6,73259.0
15190,fix: correct UMD resolutions for platform-browser_animations,892,True,True,2017-03-16T00:14:21Z,2017-03-16T00:14:21Z,1,6,4,1,4,2,6,5604.0
15300,fix(animations): correct the main entry path in package.json,879,True,False,,2017-03-21T04:11:19Z,0,5,6,1,1,1,2,0
15262,ci(forms): add tina as secondary for forms,33,True,False,,2017-03-21T03:27:28Z,2,4,3,1,2,1,3,0
15155,fix(platform-server): interpret Native view encapsulation as Emulated on the server,0,True,False,,2017-03-21T03:27:28Z,2,5,3,2,27,1,28,0
15224,aio rc.4 upgrade,0,True,True,2017-03-20T17:12:38Z,2017-03-20T17:12:38Z,1,5,4,2,24,24,48,301749.0
15105,build(aio): implement prerendering,190,True,True,2017-03-16T06:33:51Z,2017-03-16T06:33:51Z,1,4,11,13,335,15,350,243410.0
15218,fix(compiler): always use `ng://` prefix for sourcemap urls,1045,True,True,2017-03-17T00:33:17Z,2017-03-17T00:33:17Z,5,5,8,4,49,47,96,5306.0
15243,build(aio): fix jsdoc parser,0,True,True,2017-03-20T12:10:28Z,2017-03-20T12:10:28Z,2,5,4,2,6,18,24,242388.0
15113,aio: add auto scroll,34,True,True,2017-03-15T23:09:28Z,2017-03-15T23:09:28Z,1,4,8,7,153,10,163,207388.0
15284,build(aio): lower prerender browser instances,958,True,True,2017-03-20T09:40:28Z,2017-03-20T09:40:28Z,1,4,3,1,1,1,2,130865.0
15050,fix(forms): remove equalsTo validator,1581,True,True,2017-03-14T22:37:52Z,2017-03-14T22:37:52Z,2,8,12,3,0,63,63,434133.0
14196,test(integration): add systemjs+umd env,1543,True,False,,2017-03-19T18:05:19Z,17,8,13,38,213,0,213,0
15216,build(aio): script to copy angular.io examples over the new site,747,True,False,,2017-03-18T13:12:40Z,1,4,2,1621,1610,42602,44212,0
15253,build: add package names to secondary endpoint package.json files,0,True,False,,2017-03-17T23:32:57Z,1,3,1,13,13,0,13,0
15258,build: update rollup,0,True,False,,2017-03-17T23:32:57Z,1,3,1,3,2551,5657,8208,0
15131,fix(platform-server): setup NoopAnimationsModule in ServerModule by d…,1292,True,False,,2017-03-17T21:51:04Z,2,5,1,12,61,23,84,0
15215,fix(tsc-wrapped): emit flat module format correctly on Windows,403,True,False,,2017-03-17T21:16:42Z,1,4,1,1,18,8,26,0
13454,[4.x only] fix(router): call resolver when upstream params change (#12942),1258,True,False,,2017-01-10T00:04:53Z,12,6,10,2,51,4,55,0
15238,fix(forms): async errors shouldn't override sync validator errors,13,True,False,,2017-03-17T20:58:08Z,0,2,1,2,6,4,10,0
14679,feat(forms): allow to compile forms in strictNullChecks mode,13,True,False,,2017-03-17T20:28:57Z,7,6,12,8,81,113,194,0
15242,fix: discard undefined property value,1157,True,False,,2017-03-17T17:43:19Z,0,3,4,1,5,1,6,0
15226,fix(compiler-cli): update the tsc-wrapped dependency version,406,True,True,2017-03-17T16:41:29Z,2017-03-17T16:41:29Z,5,4,1,1,1,1,2,35476.0
15123,Various Fixes for Regressions,0,True,True,2017-03-15T02:52:55Z,2017-03-15T02:52:55Z,8,5,2,19,140,86,226,105156.0
15066,fix(core): don’t recreate `TemplateRef` when used as a reference.,57,True,True,2017-03-13T17:44:12Z,2017-03-13T17:44:12Z,11,6,1,11,110,53,163,261721.0
15011,feat: introduce source maps for templates,20,True,True,2017-03-14T16:16:16Z,2017-03-14T16:16:16Z,27,6,1,48,1196,515,1711,507900.0
14884,refactor: use `RendererV2` instead of `Renderer`,0,True,False,,2017-03-07T23:18:09Z,2,4,2,25,90,73,163,0
15187,Fix sourcemaps for AOT,15,True,True,2017-03-16T19:56:57Z,2017-03-16T19:56:57Z,5,7,1,29,388,132,520,79590.0
15045,refactor(core): use flags in `Renderer2.setStye` instead of booleans,109,True,True,2017-03-13T16:45:05Z,2017-03-13T16:45:05Z,7,7,1,12,56,50,106,336677.0
14045,fix(core): fix not declared variable in view engine,0,True,True,2017-01-23T19:23:16Z,2017-01-23T19:23:16Z,2,4,1,1,2,1,3,244829.0
15237,fix(compiler-cli): fix tsc-wrapped version,13,True,False,,2017-03-17T14:19:14Z,0,2,1,1,1,1,2,0
15179,build: fix paths to typings files so tsickle resolves imports correctly,0,True,True,2017-03-17T00:34:30Z,2017-03-17T00:34:30Z,0,3,1,60,108,78,186,99156.0
15209,fix(core): update peer dep on zone.js to ^0.8.4,13,True,True,2017-03-16T20:23:10Z,2017-03-16T20:23:10Z,0,4,1,3,5,5,10,10992.0
15159,build: add source maps into NPM distribution,0,True,True,2017-03-16T19:55:16Z,2017-03-16T19:55:16Z,4,4,1,5,134,115,249,151210.0
15191,build(tsc-wrapped): update tsickle to version 0.21.6,1109,True,False,,2017-03-16T18:10:56Z,1,3,2,3,42,5,47,0
15078,fix(core): update peer dep on zone.js to ^0.8.2,0,True,True,2017-03-15T03:42:40Z,2017-03-15T03:42:40Z,1,4,2,3,7,7,14,359514.0
15132,fix(forms): ensure observable validators are properly canceled,651,True,True,2017-03-16T17:15:18Z,2017-03-16T17:15:18Z,3,7,2,8,185,74,259,231757.0
15204,fix(forms): fix,879,True,False,,2017-03-16T16:14:59Z,0,2,1,3,46,22,68,0
15153,test: integration test that Angular apps compile with TS 2.2,0,True,True,2017-03-16T16:13:49Z,2017-03-16T16:13:49Z,2,4,1,5,97,8,105,156825.0
15160,Update to latest code,879,True,False,,2017-03-16T10:30:11Z,0,5,5,0,0,0,0,0
15189,fix(platform-server): handle styles with extra ':'s correctly,40,True,True,2017-03-16T00:13:32Z,2017-03-16T00:13:32Z,2,5,3,2,12,2,14,7578.0
15177,"Revert ""fix(core): ErrorHandler should not rethrow an error by defaul…",26,True,True,2017-03-15T23:29:25Z,2017-03-15T23:29:25Z,0,4,2,1,3,1,4,9110.0
15176,Exclude URLs with file extensions from SW routing,31,True,False,,2017-03-15T23:27:41Z,2,7,4,25,775,168,943,0
15174,fix(animations): make sure easing values are applied to an empty animate() step,13,True,True,2017-03-15T22:31:07Z,2017-03-15T22:31:07Z,1,4,1,2,22,3,25,13705.0
15046,feat(aio): initial design implementation,911,True,True,2017-03-15T22:26:45Z,2017-03-15T22:26:45Z,26,7,12,28,346,174,520,525561.0
15073,fix: fix path locally to empty.js,879,True,True,2017-03-15T20:40:24Z,2017-03-15T20:40:24Z,2,5,1,2,4,4,8,427579.0
15175,ci: remove unused import from integration test,342,True,True,2017-03-15T20:39:01Z,2017-03-15T20:39:01Z,1,3,1,1,1,1,2,2046.0
15156,Fix upgrade,0,True,True,2017-03-15T18:42:13Z,2017-03-15T18:42:13Z,10,7,4,34,240,1298,1538,74777.0
14913,feat(animations): support animation variables,0,True,False,,2017-03-15T16:45:37Z,0,3,2,59,788,178,966,0
14824,refactor(platform-browser): move platform-browser/animations to animations/browser,0,True,False,,2017-03-15T16:45:04Z,3,4,2,57,261,107,368,0
14894,fix(compiler): support interface types in injectable constuctors,481,True,True,2017-03-15T16:24:57Z,2017-03-15T16:24:57Z,3,3,1,9,122,12,134,1098160.0
14655,Accept input source maps,935,True,True,2017-03-15T16:23:38Z,2017-03-15T16:23:38Z,2,6,4,4,64,35,99,1796947.0
14946,docs(router): document the value format for Params.,732,True,False,,2017-03-15T15:16:57Z,1,4,6,1,5,1,6,0
14282,feat(upgrade): support multi-slot projection in upgrade/static,978,True,True,2017-03-14T00:34:53Z,2017-03-14T00:34:54Z,15,7,18,19,1135,25,1160,3320969.0
15096,aio: close search on click,23,True,True,2017-03-14T23:48:42Z,2017-03-14T23:48:42Z,1,5,4,5,59,10,69,202914.0
15133,test(aio): fill in missing API page unit tests,627,True,True,2017-03-14T22:51:41Z,2017-03-14T22:51:41Z,10,5,2,3,417,0,417,78587.0
15151,build(aio): `yarn test --sourcemap=false` for faster dev/test cycles,1105,True,True,2017-03-14T22:50:38Z,2017-03-14T22:50:38Z,1,4,1,1,1,1,2,9590.0
15019,fix(platform-server): fix an exception when HostListener('window:scroll') is used on the server,875,True,True,2017-03-15T03:48:02Z,2017-03-15T03:48:02Z,8,8,7,2,26,2,28,533384.0
14724,fix(compiler): Improve error message for missing annotations.,935,True,True,2017-03-15T00:12:18Z,2017-03-15T00:12:18Z,3,4,4,3,28,6,34,1552042.0
15061,test(platform-server): setup framework for platform-server e2e tests …,635,True,True,2017-03-15T00:11:39Z,2017-03-15T00:11:39Z,3,5,1,25,413,16,429,398832.0
15101,fix(platform-server): support svg elements with namespaced attributes,896,True,True,2017-03-14T22:40:56Z,2017-03-14T22:40:56Z,1,6,5,2,28,3,31,168042.0
14965,fix(platform-server): fix get/set title for parse5 adapter,898,True,True,2017-03-13T20:22:03Z,2017-03-13T20:22:03Z,9,5,10,2,40,3,43,600656.0
15022,fix(platform-server): correctly implement get href in parse5 adapter,865,True,True,2017-03-14T22:38:24Z,2017-03-14T22:38:25Z,2,4,2,2,15,2,17,504952.0
15130,refactor: move platform-browser/animations to animations/browser,879,True,False,,2017-03-14T21:06:14Z,0,3,2,60,221,95,316,0
15137,ci(aio): deploy previews from aio-master,161,True,True,2017-03-14T17:28:53Z,2017-03-14T17:28:53Z,2,5,1,1,6,3,9,35429.0
15124,ci: do not use shell to expand secure tokens to prevent leaks,0,True,False,,2017-03-14T17:51:06Z,1,3,2,1,2,1,3,0
15144,ci: change deployment tokens,445,True,True,2017-03-14T17:27:58Z,2017-03-14T17:27:58Z,1,4,2,2,4,5,9,2061.0
15083,fix(aio): intercept all clicks on anchors,1540,True,True,2017-03-14T13:46:20Z,2017-03-14T13:46:20Z,10,4,6,16,286,144,430,266396.0
15090,aio: ignore private exports,13,True,True,2017-03-14T12:28:51Z,2017-03-14T12:28:51Z,14,5,8,7,93,4,97,233531.0
15085,docs(aio): move cookbooks and fix links,24,True,True,2017-03-13T23:56:25Z,2017-03-13T23:56:25Z,1,5,4,50,1991,1693,3684,209062.0
15040, feat(aio): grouped search results,149,True,True,2017-03-13T23:55:53Z,2017-03-13T23:55:53Z,11,5,6,27,671,3725,4396,368921.0
15103,build(aio): ensure API docs are generated in the correct place,110,True,True,2017-03-13T23:53:48Z,2017-03-13T23:53:48Z,1,5,4,1,2,3,5,60094.0
